Sr. No.,Thickness,Pattern,Stress,Strain
5340,0.28,Tri Hexagon,16.8125,0.0268
5341,0.28,Tri Hexagon,17.025,0.0272
5342,0.28,Tri Hexagon,17.47916667,0.0276
5343,0.28,Tri Hexagon,17.70833333,0.028
5344,0.28,Tri Hexagon,17.94166667,0.0284
5345,0.28,Tri Hexagon,18.17916667,0.0288
5346,0.28,Tri Hexagon,18.4125,0.0292
5347,0.28,Tri Hexagon,18.64166667,0.0296
5348,0.28,Tri Hexagon,18.88333333,0.03
5349,0.28,Tri Hexagon,19.12083333,0.0304
5350,0.28,Tri Hexagon,19.36666667,0.0308
5351,0.28,Tri Hexagon,19.82916667,0.0312
5352,0.28,Tri Hexagon,20.05833333,0.0316
5353,0.28,Tri Hexagon,20.49583333,0.032
5354,0.28,Tri Hexagon,20.71666667,0.0324
5355,0.28,Tri Hexagon,20.92916667,0.0328
5356,0.28,Tri Hexagon,21.13333333,0.0332
5357,0.28,Tri Hexagon,21.52083333,0.0336
5358,0.28,Tri Hexagon,21.71666667,0.034
5359,0.28,Tri Hexagon,21.9125,0.0344
5360,0.28,Tri Hexagon,22.10833333,0.0348
5361,0.28,Tri Hexagon,22.30833333,0.0352
5362,0.28,Tri Hexagon,22.5125,0.0356
5363,0.28,Tri Hexagon,22.90833333,0.036
5364,0.28,Tri Hexagon,23.30416667,0.0364
5365,0.28,Tri Hexagon,23.49166667,0.0368
5366,0.28,Tri Hexagon,23.67916667,0.0372
5367,0.28,Tri Hexagon,23.8625,0.0376
5368,0.28,Tri Hexagon,24.21666667,0.038
5369,0.28,Tri Hexagon,24.39166667,0.0384
5370,0.28,Tri Hexagon,24.57083333,0.0388
5371,0.28,Tri Hexagon,24.75416667,0.0392
5372,0.28,Tri Hexagon,24.94583333,0.0396
5373,0.28,Tri Hexagon,25.13333333,0.04
5374,0.28,Tri Hexagon,25.52916667,0.0404
5375,0.28,Tri Hexagon,25.94583333,0.0412
5376,0.28,Tri Hexagon,26.15416667,0.0416
5377,0.28,Tri Hexagon,26.35833333,0.042
5378,0.28,Tri Hexagon,26.725,0.0424
5379,0.28,Tri Hexagon,26.9,0.0428
5380,0.28,Tri Hexagon,27.06666667,0.0432
5381,0.28,Tri Hexagon,27.22083333,0.0436
5382,0.28,Tri Hexagon,27.52083333,0.044
5383,0.28,Tri Hexagon,27.65833333,0.0444
5384,0.28,Tri Hexagon,27.92916667,0.0448
5385,0.28,Tri Hexagon,28.06666667,0.0452
5386,0.28,Tri Hexagon,28.20833333,0.0456
5387,0.28,Tri Hexagon,28.34583333,0.046
5388,0.28,Tri Hexagon,28.47916667,0.0464
5389,0.28,Tri Hexagon,28.61666667,0.0468
5390,0.28,Tri Hexagon,28.74583333,0.0472
5391,0.28,Tri Hexagon,28.98333333,0.0476
5392,0.28,Tri Hexagon,29.2,0.0484
5393,0.28,Tri Hexagon,29.29166667,0.0488
5394,0.28,Tri Hexagon,29.375,0.0492
5395,0.28,Tri Hexagon,29.44583333,0.0496
5396,0.28,Tri Hexagon,29.55833333,0.05
5397,0.28,Tri Hexagon,29.58333333,0.0504
5398,0.28,Tri Hexagon,29.6,0.0508
5399,0.28,Tri Hexagon,29.60416667,0.0512
5400,0.28,Tri Hexagon,29.575,0.0516
5401,0.28,Tri Hexagon,29.5375,0.052
5402,0.28,Tri Hexagon,29.475,0.0524
5403,0.28,Tri Hexagon,29.30833333,0.0528
5404,0.28,Tri Hexagon,29.21666667,0.0532
5405,0.28,Tri Hexagon,29.1125,0.0536
5406,0.28,Tri Hexagon,28.87916667,0.054
5407,0.28,Tri Hexagon,28.74583333,0.0544
5408,0.28,Tri Hexagon,28.6125,0.0548
5409,0.28,Tri Hexagon,28.475,0.0552
5410,0.28,Tri Hexagon,28.225,0.0556
5411,0.28,Tri Hexagon,28.09583333,0.056
5412,0.28,Tri Hexagon,27.96666667,0.0564
5413,0.28,Tri Hexagon,27.85833333,0.0568
5414,0.28,Tri Hexagon,27.74166667,0.0572
5415,0.28,Tri Hexagon,27.525,0.0576
5416,0.28,Tri Hexagon,27.425,0.0584
5417,0.28,Tri Hexagon,27.24583333,0.0588
5418,0.28,Tri Hexagon,27.15416667,0.0592
5419,0.28,Tri Hexagon,27.07916667,0.0596
5420,0.28,Tri Hexagon,27,0.06
5421,0.28,Tri Hexagon,26.91666667,0.0604
5422,0.28,Tri Hexagon,26.7625,0.0608
5423,0.28,Tri Hexagon,26.69166667,0.0612
5424,0.28,Tri Hexagon,26.62083333,0.0616
5425,0.28,Tri Hexagon,26.475,0.062
5426,0.28,Tri Hexagon,26.40416667,0.0624
5427,0.28,Tri Hexagon,26.3375,0.0628
5428,0.28,Tri Hexagon,26.27083333,0.0632
5429,0.28,Tri Hexagon,26.2125,0.0636
5430,0.28,Tri Hexagon,26.1,0.064
5431,0.28,Tri Hexagon,26.04583333,0.0644
5432,0.28,Tri Hexagon,25.99166667,0.0648
5433,0.28,Tri Hexagon,25.94166667,0.0652
5434,0.28,Tri Hexagon,25.85416667,0.0656
5435,0.28,Tri Hexagon,25.825,0.066
5436,0.28,Tri Hexagon,25.75833333,0.0664
5437,0.28,Tri Hexagon,25.725,0.0668
5438,0.28,Tri Hexagon,25.7,0.0672
5439,0.28,Tri Hexagon,25.6625,0.0676
5440,0.28,Tri Hexagon,25.64166667,0.068
5441,0.28,Tri Hexagon,25.63333333,0.0684
5442,0.28,Tri Hexagon,25.61666667,0.0688
5443,0.28,Tri Hexagon,25.575,0.0692
5444,0.28,Tri Hexagon,25.55833333,0.0696
5445,0.28,Tri Hexagon,25.53333333,0.07
5446,0.28,Tri Hexagon,25.5125,0.0704
5447,0.28,Tri Hexagon,25.47083333,0.0708
5448,0.28,Tri Hexagon,25.44583333,0.0712
5449,0.28,Tri Hexagon,25.40833333,0.0716
5450,0.28,Tri Hexagon,25.375,0.072
5451,0.28,Tri Hexagon,25.33333333,0.0724
5452,0.28,Tri Hexagon,25.25833333,0.0728
5453,0.28,Tri Hexagon,25.20833333,0.0732
5454,0.28,Tri Hexagon,25.13333333,0.0736
5455,0.28,Tri Hexagon,25.09166667,0.074
5456,0.28,Tri Hexagon,25,0.0744
5457,0.28,Tri Hexagon,24.9625,0.0748
5458,0.28,Tri Hexagon,24.92916667,0.0752
5459,0.28,Tri Hexagon,24.9,0.0756
5460,0.28,Tri Hexagon,24.875,0.076
5461,0.28,Tri Hexagon,24.85416667,0.0764
5462,0.28,Tri Hexagon,24.82916667,0.0768
5463,0.28,Tri Hexagon,24.80416667,0.0772
5464,0.28,Tri Hexagon,24.775,0.0776
5465,0.28,Tri Hexagon,24.72083333,0.078
5466,0.28,Tri Hexagon,24.60416667,0.0788
5467,0.28,Tri Hexagon,24.50833333,0.0792
5468,0.28,Tri Hexagon,0.2875,0
5469,0.28,Tri Hexagon,0.383333333,0.0004
5470,0.28,Tri Hexagon,0.5,0.0008
5471,0.28,Tri Hexagon,0.641666667,0.0012
5472,0.28,Tri Hexagon,0.804166667,0.0016
5473,0.28,Tri Hexagon,0.979166667,0.002
5474,0.28,Tri Hexagon,1.4,0.0024
5475,0.28,Tri Hexagon,1.641666667,0.0028
5476,0.28,Tri Hexagon,1.904166667,0.0032
5477,0.28,Tri Hexagon,2.179166667,0.0036
5478,0.28,Tri Hexagon,2.445833333,0.004
5479,0.28,Tri Hexagon,2.7125,0.0044
5480,0.28,Tri Hexagon,3.241666667,0.0048
5481,0.28,Tri Hexagon,3.504166667,0.0052
5482,0.28,Tri Hexagon,3.775,0.0056
5483,0.28,Tri Hexagon,4.033333333,0.006
5484,0.28,Tri Hexagon,4.554166667,0.0064
5485,0.28,Tri Hexagon,4.8,0.0068
5486,0.28,Tri Hexagon,5.05,0.0072
5487,0.28,Tri Hexagon,5.2875,0.0076
5488,0.28,Tri Hexagon,5.5,0.008
5489,0.28,Tri Hexagon,5.6125,0.0084
5490,0.28,Tri Hexagon,5.666666667,0.0088
5491,0.28,Tri Hexagon,5.770833333,0.0092
5492,0.28,Tri Hexagon,5.825,0.0096
5493,0.28,Tri Hexagon,5.891666667,0.01
5494,0.28,Tri Hexagon,5.954166667,0.0104
5495,0.28,Tri Hexagon,6.1,0.0108
5496,0.28,Tri Hexagon,6.208333333,0.0112
5497,0.28,Tri Hexagon,6.4125,0.0116
5498,0.28,Tri Hexagon,6.675,0.012
5499,0.28,Tri Hexagon,6.945833333,0.0124
5500,0.28,Tri Hexagon,7.208333333,0.0128
5501,0.28,Tri Hexagon,7.720833333,0.0132
5502,0.28,Tri Hexagon,7.979166667,0.0136
5503,0.28,Tri Hexagon,8.241666667,0.014
5504,0.28,Tri Hexagon,8.495833333,0.0144
5505,0.28,Tri Hexagon,8.754166667,0.0148
5506,0.28,Tri Hexagon,9.258333333,0.0152
5507,0.28,Tri Hexagon,9.504166667,0.0156
5508,0.28,Tri Hexagon,9.754166667,0.016
5509,0.28,Tri Hexagon,10.00833333,0.0164
5510,0.28,Tri Hexagon,10.25833333,0.0168
5511,0.28,Tri Hexagon,10.50416667,0.0172
5512,0.28,Tri Hexagon,11.02083333,0.0176
5513,0.28,Tri Hexagon,11.275,0.018
5514,0.28,Tri Hexagon,11.54166667,0.0184
5515,0.28,Tri Hexagon,11.80416667,0.0188
5516,0.28,Tri Hexagon,12.07083333,0.0192
5517,0.28,Tri Hexagon,12.57916667,0.0196
5518,0.28,Tri Hexagon,12.83333333,0.02
5519,0.28,Tri Hexagon,13.09166667,0.0204
5520,0.28,Tri Hexagon,13.34166667,0.0208
5521,0.28,Tri Hexagon,13.5875,0.0212
5522,0.28,Tri Hexagon,14.075,0.0216
5523,0.28,Tri Hexagon,14.55833333,0.0224
5524,0.28,Tri Hexagon,15.05416667,0.0228
5525,0.28,Tri Hexagon,15.29583333,0.0232
5526,0.28,Tri Hexagon,15.5375,0.0236
5527,0.28,Tri Hexagon,15.76666667,0.024
5528,0.28,Tri Hexagon,16.00416667,0.0244
5529,0.28,Tri Hexagon,16.23333333,0.0248
5530,0.28,Tri Hexagon,16.46666667,0.0252
5531,0.28,Tri Hexagon,16.9125,0.0256
5532,0.28,Tri Hexagon,17.125,0.026
5533,0.28,Tri Hexagon,17.55416667,0.0264
5534,0.28,Tri Hexagon,17.98333333,0.0268
5535,0.28,Tri Hexagon,18.18333333,0.0272
5536,0.28,Tri Hexagon,18.3875,0.0276
5537,0.28,Tri Hexagon,18.57916667,0.028
5538,0.28,Tri Hexagon,18.79166667,0.0284
5539,0.28,Tri Hexagon,19,0.0288
5540,0.28,Tri Hexagon,19.21666667,0.0292
5541,0.28,Tri Hexagon,19.44583333,0.0296
5542,0.28,Tri Hexagon,19.675,0.03
5543,0.28,Tri Hexagon,19.90416667,0.0304
5544,0.28,Tri Hexagon,20.39166667,0.0308
5545,0.28,Tri Hexagon,20.62916667,0.0312
5546,0.28,Tri Hexagon,20.88333333,0.0316
5547,0.28,Tri Hexagon,21.34583333,0.032
5548,0.28,Tri Hexagon,21.575,0.0324
5549,0.28,Tri Hexagon,21.7875,0.0328
5550,0.28,Tri Hexagon,22.20833333,0.0332
5551,0.28,Tri Hexagon,22.40416667,0.0336
5552,0.28,Tri Hexagon,22.60416667,0.034
5553,0.28,Tri Hexagon,22.80833333,0.0344
5554,0.28,Tri Hexagon,23.00416667,0.0348
5555,0.28,Tri Hexagon,23.21666667,0.0352
5556,0.28,Tri Hexagon,23.62916667,0.0356
5557,0.28,Tri Hexagon,23.84166667,0.036
5558,0.28,Tri Hexagon,24.05833333,0.0364
5559,0.28,Tri Hexagon,24.275,0.0368
5560,0.28,Tri Hexagon,24.4875,0.0372
5561,0.28,Tri Hexagon,24.70416667,0.0376
5562,0.28,Tri Hexagon,24.925,0.038
5563,0.28,Tri Hexagon,25.15416667,0.0384
5564,0.28,Tri Hexagon,25.59166667,0.0388
5565,0.28,Tri Hexagon,26.0125,0.0392
5566,0.28,Tri Hexagon,26.2125,0.0396
5567,0.28,Tri Hexagon,26.40416667,0.04
5568,0.28,Tri Hexagon,26.7625,0.0404
5569,0.28,Tri Hexagon,26.93333333,0.0408
5570,0.28,Tri Hexagon,27.09583333,0.0412
5571,0.28,Tri Hexagon,27.26666667,0.0416
5572,0.28,Tri Hexagon,27.42083333,0.042
5573,0.28,Tri Hexagon,27.59583333,0.0424
5574,0.28,Tri Hexagon,27.75833333,0.0428
5575,0.28,Tri Hexagon,28.1125,0.0432
5576,0.28,Tri Hexagon,28.30416667,0.0436
5577,0.28,Tri Hexagon,28.49166667,0.044
5578,0.28,Tri Hexagon,28.675,0.0444
5579,0.28,Tri Hexagon,28.85833333,0.0448
5580,0.28,Tri Hexagon,29.20833333,0.0452
5581,0.28,Tri Hexagon,29.375,0.0456
5582,0.28,Tri Hexagon,29.53333333,0.046
5583,0.28,Tri Hexagon,29.675,0.0464
5584,0.28,Tri Hexagon,29.81666667,0.0468
5585,0.28,Tri Hexagon,30.05833333,0.0472
5586,0.28,Tri Hexagon,30.17083333,0.0476
5587,0.28,Tri Hexagon,30.3375,0.048
5588,0.28,Tri Hexagon,30.475,0.0488
5589,0.28,Tri Hexagon,30.5375,0.0492
5590,0.28,Tri Hexagon,30.5875,0.0496
5591,0.28,Tri Hexagon,30.61666667,0.05
5592,0.28,Tri Hexagon,30.65833333,0.0504
5593,0.28,Tri Hexagon,30.65416667,0.0508
5594,0.28,Tri Hexagon,30.64166667,0.0512
5595,0.28,Tri Hexagon,30.61666667,0.0516
5596,0.28,Tri Hexagon,30.50833333,0.052
5597,0.28,Tri Hexagon,30.4375,0.0524
5598,0.28,Tri Hexagon,30.34583333,0.0528
5599,0.28,Tri Hexagon,30.25,0.0532
5600,0.28,Tri Hexagon,30.00416667,0.0536
5601,0.28,Tri Hexagon,29.86666667,0.054
5602,0.28,Tri Hexagon,29.7375,0.0544
5603,0.28,Tri Hexagon,29.60416667,0.0548
5604,0.28,Tri Hexagon,29.46666667,0.0552
5605,0.28,Tri Hexagon,29.3375,0.0556
5606,0.28,Tri Hexagon,29.2125,0.056
5607,0.28,Tri Hexagon,28.9625,0.0564
5608,0.28,Tri Hexagon,28.84583333,0.0568
5609,0.28,Tri Hexagon,28.62916667,0.0572
5610,0.28,Tri Hexagon,28.51666667,0.0576
5611,0.28,Tri Hexagon,28.41666667,0.058
5612,0.28,Tri Hexagon,28.3125,0.0584
5613,0.28,Tri Hexagon,28.11666667,0.0588
5614,0.28,Tri Hexagon,28.025,0.0592
5615,0.28,Tri Hexagon,27.9375,0.0596
5616,0.28,Tri Hexagon,27.7875,0.06
5617,0.28,Tri Hexagon,27.71666667,0.0604
5618,0.28,Tri Hexagon,27.65416667,0.0608
5619,0.28,Tri Hexagon,27.59166667,0.0612
5620,0.28,Tri Hexagon,27.47916667,0.0616
5621,0.28,Tri Hexagon,27.4375,0.062
5622,0.28,Tri Hexagon,27.39166667,0.0624
5623,0.28,Tri Hexagon,27.35416667,0.0628
5624,0.28,Tri Hexagon,27.31666667,0.0632
5625,0.28,Tri Hexagon,27.275,0.0636
5626,0.28,Tri Hexagon,27.24583333,0.064
5627,0.28,Tri Hexagon,27.19583333,0.0644
5628,0.28,Tri Hexagon,27.17083333,0.0648
5629,0.28,Tri Hexagon,27.1375,0.0652
5630,0.28,Tri Hexagon,27.1125,0.0656
5631,0.28,Tri Hexagon,27.05,0.066
5632,0.28,Tri Hexagon,27.02916667,0.0664
5633,0.28,Tri Hexagon,26.99583333,0.0668
5634,0.28,Tri Hexagon,26.9625,0.0672
5635,0.28,Tri Hexagon,26.9,0.0676
5636,0.28,Tri Hexagon,26.86666667,0.068
5637,0.28,Tri Hexagon,26.84166667,0.0684
5638,0.28,Tri Hexagon,26.75833333,0.0688
5639,0.28,Tri Hexagon,26.725,0.0692
5640,0.28,Tri Hexagon,26.68333333,0.0696
5641,0.28,Tri Hexagon,26.6625,0.07
5642,0.28,Tri Hexagon,26.625,0.0704
5643,0.28,Tri Hexagon,26.56666667,0.0708
5644,0.28,Tri Hexagon,26.54583333,0.0712
5645,0.28,Tri Hexagon,26.53333333,0.0716
5646,0.28,Tri Hexagon,26.51666667,0.072
5647,0.28,Tri Hexagon,26.50833333,0.0724
5648,0.28,Tri Hexagon,26.4875,0.0728
5649,0.28,Tri Hexagon,26.47083333,0.0732
5650,0.28,Tri Hexagon,26.4625,0.0736
5651,0.28,Tri Hexagon,26.42916667,0.074
5652,0.28,Tri Hexagon,26.35833333,0.0744
5653,0.28,Tri Hexagon,26.3375,0.0748
5654,0.28,Tri Hexagon,26.32083333,0.0756
5655,0.28,Tri Hexagon,26.30416667,0.076
5656,0.28,Tri Hexagon,26.3,0.0764
5657,0.28,Tri Hexagon,26.28333333,0.0768
5658,0.28,Tri Hexagon,26.2875,0.0772
5659,0.28,Tri Hexagon,26.29583333,0.0776
5660,0.28,Tri Hexagon,26.3125,0.078
5661,0.28,Tri Hexagon,26.32916667,0.0784
5662,0.28,Tri Hexagon,26.31666667,0.0788
5663,0.28,Tri Hexagon,26.30416667,0.0792
5664,0.28,Tri Hexagon,26.27916667,0.0796
5665,0.28,Tri Hexagon,26.25833333,0.08
5666,0.28,Tri Hexagon,26.2,0.0804
5667,0.28,Tri Hexagon,26.125,0.0808
5668,0.28,Tri Hexagon,26.0875,0.0812
5669,0.28,Tri Hexagon,26.05416667,0.0816
5670,0.28,Tri Hexagon,25.99583333,0.082
5671,0.28,Tri Hexagon,25.96666667,0.0824
5672,0.28,Tri Hexagon,25.94166667,0.0828
5673,0.28,Tri Hexagon,25.90416667,0.0832
5674,0.28,Tri Hexagon,25.89583333,0.0836
5675,0.28,Tri Hexagon,25.89166667,0.084
5676,0.28,Tri Hexagon,25.8875,0.0844
5677,0.28,Tri Hexagon,25.89166667,0.0848
5678,0.28,Tri Hexagon,25.89583333,0.0852
5679,0.28,Tri Hexagon,25.89166667,0.0856
5680,0.28,Tri Hexagon,25.87916667,0.086
5681,0.28,Tri Hexagon,25.87916667,0.0864
5682,0.28,Tri Hexagon,25.87083333,0.0868
5683,0.28,Tri Hexagon,25.85416667,0.0872
5684,0.28,Tri Hexagon,25.8375,0.0876
5685,0.28,Tri Hexagon,25.82083333,0.088
5686,0.28,Tri Hexagon,25.81666667,0.0884
5687,0.28,Tri Hexagon,25.80416667,0.0888
5688,0.28,Tri Hexagon,25.79166667,0.0892
5689,0.28,Tri Hexagon,25.79166667,0.0896
5690,0.28,Tri Hexagon,25.775,0.09
5691,0.28,Tri Hexagon,25.77916667,0.0908
5692,0.28,Tri Hexagon,25.77916667,0.0916
5693,0.28,Tri Hexagon,25.78333333,0.092
5694,0.28,Tri Hexagon,25.79583333,0.0924
5695,0.28,Tri Hexagon,25.79583333,0.0928
5696,0.28,Tri Hexagon,25.7875,0.0932
5697,0.28,Tri Hexagon,25.77916667,0.0936
5698,0.28,Tri Hexagon,25.7625,0.094
5699,0.28,Tri Hexagon,25.71666667,0.0944
5700,0.28,Tri Hexagon,25.7,0.0948
5701,0.28,Tri Hexagon,25.62916667,0.0952
5702,0.28,Tri Hexagon,25.60416667,0.0956
5703,0.28,Tri Hexagon,25.575,0.096
5704,0.28,Tri Hexagon,25.525,0.0964
5705,0.28,Tri Hexagon,25.5125,0.0968
5706,0.28,Tri Hexagon,25.49583333,0.0972
5707,0.28,Tri Hexagon,25.49166667,0.0976
5708,0.28,Tri Hexagon,25.48333333,0.098
5709,0.28,Tri Hexagon,25.47916667,0.0984
5710,0.28,Tri Hexagon,25.47916667,0.0988
5711,0.28,Tri Hexagon,25.48333333,0.0992
5712,0.28,Tri Hexagon,25.47916667,0.0996
5713,0.28,Tri Hexagon,25.45833333,0.1
5714,0.28,Tri Hexagon,25.45416667,0.1004
5715,0.28,Tri Hexagon,25.4375,0.1008
5716,0.28,Tri Hexagon,25.42083333,0.1012
5717,0.28,Tri Hexagon,25.4125,0.1016
5718,0.28,Tri Hexagon,25.4,0.102
5719,0.28,Tri Hexagon,25.38333333,0.1024
5720,0.28,Tri Hexagon,25.375,0.1028
5721,0.28,Tri Hexagon,25.37916667,0.1032
5722,0.28,Tri Hexagon,25.37916667,0.1036
5723,0.28,Tri Hexagon,25.37916667,0.104
5724,0.28,Tri Hexagon,25.3875,0.1044
5725,0.28,Tri Hexagon,25.39166667,0.1052
5726,0.28,Tri Hexagon,25.39166667,0.1056
5727,0.28,Tri Hexagon,25.39166667,0.106
5728,0.28,Tri Hexagon,25.38333333,0.1064
5729,0.28,Tri Hexagon,25.37083333,0.1068
5730,0.28,Tri Hexagon,25.35,0.1072
5731,0.28,Tri Hexagon,25.3,0.1076
5732,0.28,Tri Hexagon,25.27916667,0.108
5733,0.28,Tri Hexagon,25.25,0.1084
5734,0.28,Tri Hexagon,25.23333333,0.1088
5735,0.28,Tri Hexagon,25.21666667,0.1092
5736,0.28,Tri Hexagon,25.18333333,0.1096
5737,0.28,Tri Hexagon,25.175,0.11
5738,0.28,Tri Hexagon,25.175,0.1104
5739,0.28,Tri Hexagon,25.175,0.1108
5740,0.28,Tri Hexagon,25.1875,0.1112
5741,0.28,Tri Hexagon,25.1875,0.112
5742,0.28,Tri Hexagon,25.175,0.1124
5743,0.28,Tri Hexagon,25.16666667,0.1128
5744,0.28,Tri Hexagon,25.1625,0.1132
5745,0.28,Tri Hexagon,25.1375,0.1136
5746,0.28,Tri Hexagon,25.12083333,0.114
5747,0.28,Tri Hexagon,25.09583333,0.1144
5748,0.28,Tri Hexagon,25.05416667,0.1148
5749,0.28,Tri Hexagon,25.02916667,0.1152
5750,0.28,Tri Hexagon,25.00416667,0.1156
5751,0.28,Tri Hexagon,24.9875,0.116
5752,0.28,Tri Hexagon,24.96666667,0.1164
5753,0.28,Tri Hexagon,24.90833333,0.1168
5754,0.28,Tri Hexagon,24.8875,0.1172
5755,0.28,Tri Hexagon,24.86666667,0.1176
5756,0.28,Tri Hexagon,24.84583333,0.118
5757,0.28,Tri Hexagon,24.80833333,0.1184
5758,0.28,Tri Hexagon,24.7875,0.1188
5759,0.28,Tri Hexagon,24.75416667,0.1192
5760,0.28,Tri Hexagon,24.70833333,0.1196
5761,0.28,Tri Hexagon,24.66666667,0.12
5762,0.28,Tri Hexagon,24.61666667,0.1204
5763,0.28,Tri Hexagon,24.54583333,0.1208
5764,0.28,Tri Hexagon,24.44583333,0.1212
5765,0.28,Tri Hexagon,0.291666667,0
5766,0.28,Tri Hexagon,0.3875,0.0004
5767,0.28,Tri Hexagon,0.5,0.0008
5768,0.28,Tri Hexagon,0.795833333,0.0012
5769,0.28,Tri Hexagon,0.970833333,0.0016
5770,0.28,Tri Hexagon,1.166666667,0.002
5771,0.28,Tri Hexagon,1.608333333,0.0024
5772,0.28,Tri Hexagon,1.858333333,0.0028
5773,0.28,Tri Hexagon,2.379166667,0.0036
5774,0.28,Tri Hexagon,2.641666667,0.004
5775,0.28,Tri Hexagon,3.145833333,0.0044
5776,0.28,Tri Hexagon,3.391666667,0.0048
5777,0.28,Tri Hexagon,3.645833333,0.0052
5778,0.28,Tri Hexagon,3.904166667,0.0056
5779,0.28,Tri Hexagon,4.154166667,0.006
5780,0.28,Tri Hexagon,4.404166667,0.0064
5781,0.28,Tri Hexagon,4.908333333,0.0068
5782,0.28,Tri Hexagon,5.15,0.0072
5783,0.28,Tri Hexagon,5.391666667,0.0076
5784,0.28,Tri Hexagon,5.6375,0.008
5785,0.28,Tri Hexagon,5.933333333,0.0084
5786,0.28,Tri Hexagon,5.991666667,0.0088
5787,0.28,Tri Hexagon,6.0625,0.0092
5788,0.28,Tri Hexagon,6.120833333,0.0096
5789,0.28,Tri Hexagon,6.179166667,0.01
5790,0.28,Tri Hexagon,6.3125,0.0104
5791,0.28,Tri Hexagon,6.383333333,0.0108
5792,0.28,Tri Hexagon,6.45,0.0112
5793,0.28,Tri Hexagon,6.541666667,0.0116
5794,0.28,Tri Hexagon,7.033333333,0.012
5795,0.28,Tri Hexagon,7.533333333,0.0128
5796,0.28,Tri Hexagon,7.783333333,0.0132
5797,0.28,Tri Hexagon,8.029166667,0.0136
5798,0.28,Tri Hexagon,8.525,0.014
5799,0.28,Tri Hexagon,8.770833333,0.0144
5800,0.28,Tri Hexagon,9.0125,0.0148
5801,0.28,Tri Hexagon,9.254166667,0.0152
5802,0.28,Tri Hexagon,9.758333333,0.0156
5803,0.28,Tri Hexagon,10,0.016
5804,0.28,Tri Hexagon,10.2375,0.0164
5805,0.28,Tri Hexagon,10.48333333,0.0168
5806,0.28,Tri Hexagon,10.97083333,0.0172
5807,0.28,Tri Hexagon,11.2125,0.0176
5808,0.28,Tri Hexagon,11.45833333,0.018
5809,0.28,Tri Hexagon,11.69583333,0.0184
5810,0.28,Tri Hexagon,12.175,0.0188
5811,0.28,Tri Hexagon,12.4125,0.0192
5812,0.28,Tri Hexagon,12.65416667,0.0196
5813,0.28,Tri Hexagon,12.89166667,0.02
5814,0.28,Tri Hexagon,13.37916667,0.0204
5815,0.28,Tri Hexagon,13.625,0.0208
5816,0.28,Tri Hexagon,13.86666667,0.0212
5817,0.28,Tri Hexagon,14.1125,0.0216
5818,0.28,Tri Hexagon,14.35416667,0.022
5819,0.28,Tri Hexagon,14.82916667,0.0224
5820,0.28,Tri Hexagon,15.07083333,0.0228
5821,0.28,Tri Hexagon,15.32083333,0.0232
5822,0.28,Tri Hexagon,15.56666667,0.0236
5823,0.28,Tri Hexagon,15.80416667,0.024
5824,0.28,Tri Hexagon,16.05416667,0.0244
5825,0.28,Tri Hexagon,16.30416667,0.0248
5826,0.28,Tri Hexagon,16.55,0.0252
5827,0.28,Tri Hexagon,17.0625,0.0256
5828,0.28,Tri Hexagon,17.3125,0.026
5829,0.28,Tri Hexagon,17.7875,0.0264
5830,0.28,Tri Hexagon,18.01666667,0.0268
5831,0.28,Tri Hexagon,18.24166667,0.0272
5832,0.28,Tri Hexagon,18.65833333,0.0276
5833,0.28,Tri Hexagon,18.8625,0.028
5834,0.28,Tri Hexagon,19.06666667,0.0284
5835,0.28,Tri Hexagon,19.27083333,0.0288
5836,0.28,Tri Hexagon,19.7,0.0292
5837,0.28,Tri Hexagon,19.925,0.0296
5838,0.28,Tri Hexagon,20.15,0.03
5839,0.28,Tri Hexagon,20.3875,0.0304
5840,0.28,Tri Hexagon,20.63333333,0.0308
5841,0.28,Tri Hexagon,20.87083333,0.0312
5842,0.28,Tri Hexagon,21.125,0.0316
5843,0.28,Tri Hexagon,21.6,0.032
5844,0.28,Tri Hexagon,21.8375,0.0324
5845,0.28,Tri Hexagon,22.07083333,0.0328
5846,0.28,Tri Hexagon,22.3,0.0332
5847,0.28,Tri Hexagon,22.74583333,0.0336
5848,0.28,Tri Hexagon,22.9625,0.034
5849,0.28,Tri Hexagon,23.18333333,0.0344
5850,0.28,Tri Hexagon,23.59166667,0.0348
5851,0.28,Tri Hexagon,23.7875,0.0352
5852,0.28,Tri Hexagon,23.9875,0.0356
5853,0.28,Tri Hexagon,24.18333333,0.036
5854,0.28,Tri Hexagon,24.38333333,0.0364
5855,0.28,Tri Hexagon,24.5875,0.0368
5856,0.28,Tri Hexagon,24.9875,0.0372
5857,0.28,Tri Hexagon,25.17916667,0.0376
5858,0.28,Tri Hexagon,25.37916667,0.038
5859,0.28,Tri Hexagon,25.57916667,0.0384
5860,0.28,Tri Hexagon,25.99166667,0.0388
5861,0.28,Tri Hexagon,26.18333333,0.0392
5862,0.28,Tri Hexagon,26.375,0.0396
5863,0.28,Tri Hexagon,26.55416667,0.04
5864,0.28,Tri Hexagon,26.90416667,0.0404
5865,0.28,Tri Hexagon,27.07916667,0.0408
5866,0.28,Tri Hexagon,27.25,0.0412
5867,0.28,Tri Hexagon,27.40833333,0.0416
5868,0.28,Tri Hexagon,27.5625,0.042
5869,0.28,Tri Hexagon,27.86666667,0.0424
5870,0.28,Tri Hexagon,28.01666667,0.0428
