Sr. No.,Thickness,Pattern,Stress,Strain
658,0.12,Cubic,20.875,0.0956
659,0.12,Cubic,20.85416667,0.096
660,0.12,Cubic,20.775,0.0964
661,0.12,Cubic,20.72083333,0.0968
662,0.12,Cubic,20.59583333,0.0972
663,0.12,Cubic,20.50416667,0.0976
664,0.12,Cubic,20.39583333,0.098
665,0.12,Cubic,20.2125,0.0984
666,0.12,Gyroid,0.304166667,0
667,0.12,Gyroid,0.454166667,0.0004
668,0.12,Gyroid,0.55,0.0008
669,0.12,Gyroid,0.658333333,0.0012
670,0.12,Gyroid,0.7875,0.0016
671,0.12,Gyroid,1.066666667,0.002
672,0.12,Gyroid,1.2375,0.0024
673,0.12,Gyroid,1.408333333,0.0028
674,0.12,Gyroid,1.766666667,0.0032
675,0.12,Gyroid,1.945833333,0.0036
676,0.12,Gyroid,2.116666667,0.004
677,0.12,Gyroid,2.4625,0.0044
678,0.12,Gyroid,2.65,0.0048
679,0.12,Gyroid,2.825,0.0052
680,0.12,Gyroid,2.995833333,0.0056
681,0.12,Gyroid,3.370833333,0.006
682,0.12,Gyroid,3.55,0.0064
683,0.12,Gyroid,3.725,0.0068
684,0.12,Gyroid,3.908333333,0.0072
685,0.12,Gyroid,4.091666667,0.0076
686,0.12,Gyroid,4.266666667,0.008
687,0.12,Gyroid,4.6,0.0084
688,0.12,Gyroid,4.929166667,0.0088
689,0.12,Gyroid,5.095833333,0.0092
690,0.12,Gyroid,5.2625,0.0096
691,0.12,Gyroid,5.429166667,0.01
692,0.12,Gyroid,5.7375,0.0104
693,0.12,Gyroid,6.029166667,0.0112
694,0.12,Gyroid,6.158333333,0.0116
695,0.12,Gyroid,6.220833333,0.012
696,0.12,Gyroid,6.291666667,0.0124
697,0.12,Gyroid,6.420833333,0.0128
698,0.12,Gyroid,6.5,0.0132
699,0.12,Gyroid,6.575,0.0136
700,0.12,Gyroid,6.6625,0.014
701,0.12,Gyroid,6.9375,0.0144
702,0.12,Gyroid,7.108333333,0.0148
703,0.12,Gyroid,7.291666667,0.0152
704,0.12,Gyroid,7.466666667,0.0156
705,0.12,Gyroid,7.6375,0.016
706,0.12,Gyroid,7.991666667,0.0164
707,0.12,Gyroid,8.175,0.0168
708,0.12,Gyroid,8.35,0.0172
709,0.12,Gyroid,8.529166667,0.0176
710,0.12,Gyroid,8.875,0.018
711,0.12,Gyroid,9.0375,0.0184
712,0.12,Gyroid,9.204166667,0.0188
713,0.12,Gyroid,9.5375,0.0192
714,0.12,Gyroid,9.716666667,0.0196
715,0.12,Gyroid,9.875,0.02
716,0.12,Gyroid,10.2,0.0204
717,0.12,Gyroid,10.52916667,0.0212
718,0.12,Gyroid,10.8625,0.0216
719,0.12,Gyroid,11.025,0.022
720,0.12,Gyroid,11.19166667,0.0224
721,0.12,Gyroid,11.34583333,0.0228
722,0.12,Gyroid,11.50833333,0.0232
723,0.12,Gyroid,11.83333333,0.0236
724,0.12,Gyroid,12.00416667,0.024
725,0.12,Gyroid,12.33333333,0.0248
726,0.12,Gyroid,12.49583333,0.0252
727,0.12,Gyroid,12.6625,0.0256
728,0.12,Gyroid,12.82916667,0.026
729,0.12,Gyroid,13.17083333,0.0264
730,0.12,Gyroid,13.3375,0.0268
731,0.12,Gyroid,13.5,0.0272
732,0.12,Gyroid,13.65416667,0.0276
733,0.12,Gyroid,13.975,0.028
734,0.12,Gyroid,14.275,0.0288
735,0.12,Gyroid,14.41666667,0.0292
736,0.12,Gyroid,14.70416667,0.0296
737,0.12,Gyroid,14.9875,0.03
738,0.12,Gyroid,15.2875,0.0308
739,0.12,Gyroid,15.5875,0.0316
740,0.12,Gyroid,15.74583333,0.032
741,0.12,Gyroid,16.07083333,0.0328
742,0.12,Gyroid,16.2375,0.0332
743,0.12,Gyroid,16.40833333,0.0336
744,0.12,Gyroid,16.57916667,0.034
745,0.12,Gyroid,16.75,0.0344
746,0.12,Gyroid,17.05833333,0.0348
747,0.12,Gyroid,17.20833333,0.0352
748,0.12,Gyroid,17.5,0.0356
749,0.12,Gyroid,17.64166667,0.036
750,0.12,Gyroid,17.77916667,0.0364
751,0.12,Gyroid,17.9125,0.0368
752,0.12,Gyroid,18.17083333,0.0372
753,0.12,Gyroid,18.30416667,0.0376
754,0.12,Gyroid,18.44583333,0.038
755,0.12,Gyroid,18.725,0.0384
756,0.12,Gyroid,18.86666667,0.0388
757,0.12,Gyroid,19.00833333,0.0392
758,0.12,Gyroid,19.14166667,0.0396
759,0.12,Gyroid,19.4,0.04
760,0.12,Gyroid,19.51666667,0.0404
761,0.12,Gyroid,19.64166667,0.0408
762,0.12,Gyroid,19.75833333,0.0412
763,0.12,Gyroid,20.00416667,0.0416
764,0.12,Gyroid,20.11666667,0.042
765,0.12,Gyroid,20.2375,0.0424
766,0.12,Gyroid,20.35833333,0.0428
767,0.12,Gyroid,20.60833333,0.0432
768,0.12,Gyroid,20.75,0.0436
769,0.12,Gyroid,20.875,0.044
770,0.12,Gyroid,21.00416667,0.0444
771,0.12,Gyroid,21.13333333,0.0448
772,0.12,Gyroid,21.25833333,0.0452
773,0.12,Gyroid,21.39166667,0.0456
774,0.12,Gyroid,21.52083333,0.046
775,0.12,Gyroid,21.7875,0.0464
776,0.12,Gyroid,22.0375,0.0472
777,0.12,Gyroid,22.15,0.0476
778,0.12,Gyroid,22.36666667,0.048
779,0.12,Gyroid,22.47083333,0.0484
780,0.12,Gyroid,22.65,0.0488
781,0.12,Gyroid,22.73333333,0.0492
782,0.12,Gyroid,22.8125,0.0496
783,0.12,Gyroid,22.8875,0.05
784,0.12,Gyroid,23.03333333,0.0504
785,0.12,Gyroid,23.17916667,0.0508
786,0.12,Gyroid,23.25833333,0.0516
787,0.12,Gyroid,23.4125,0.052
788,0.12,Gyroid,23.49166667,0.0524
789,0.12,Gyroid,23.6125,0.0528
790,0.12,Gyroid,23.675,0.0532
791,0.12,Gyroid,23.72916667,0.0536
792,0.12,Gyroid,23.77916667,0.054
793,0.12,Gyroid,23.87083333,0.0544
794,0.12,Gyroid,23.90416667,0.0548
795,0.12,Gyroid,23.92083333,0.0552
796,0.12,Gyroid,23.94583333,0.0556
797,0.12,Gyroid,23.98333333,0.056
798,0.12,Gyroid,23.9875,0.0564
799,0.12,Gyroid,23.97916667,0.0568
800,0.12,Gyroid,23.97083333,0.0572
801,0.12,Gyroid,23.95,0.0576
802,0.12,Gyroid,23.92083333,0.058
803,0.12,Gyroid,23.8625,0.0584
804,0.12,Gyroid,23.83333333,0.0588
805,0.12,Gyroid,23.79583333,0.0592
806,0.12,Gyroid,23.75833333,0.0596
807,0.12,Gyroid,23.71666667,0.06
808,0.12,Gyroid,23.67083333,0.0604
809,0.12,Gyroid,23.56666667,0.0608
810,0.12,Gyroid,23.4625,0.0616
811,0.12,Gyroid,23.39583333,0.062
812,0.12,Gyroid,23.25416667,0.0624
813,0.12,Gyroid,23.17916667,0.0628
814,0.12,Gyroid,23.02083333,0.0632
815,0.12,Gyroid,22.94583333,0.0636
816,0.12,Gyroid,22.86666667,0.064
817,0.12,Gyroid,22.71666667,0.0644
818,0.12,Gyroid,22.65,0.0648
819,0.12,Gyroid,22.59166667,0.0652
820,0.12,Gyroid,22.475,0.0656
821,0.12,Gyroid,22.42083333,0.066
822,0.12,Gyroid,22.375,0.0664
823,0.12,Gyroid,22.33333333,0.0668
824,0.12,Gyroid,22.29166667,0.0672
825,0.12,Gyroid,22.25416667,0.0676
826,0.12,Gyroid,22.2125,0.068
827,0.12,Gyroid,22.13333333,0.0684
828,0.12,Gyroid,22.1,0.0688
829,0.12,Gyroid,22.07083333,0.0692
830,0.12,Gyroid,22.0375,0.0696
831,0.12,Gyroid,22.0125,0.07
832,0.12,Gyroid,21.97083333,0.0704
833,0.12,Gyroid,21.9,0.0708
834,0.12,Gyroid,21.86666667,0.0712
835,0.12,Gyroid,21.8125,0.0716
836,0.12,Gyroid,21.78333333,0.072
837,0.12,Gyroid,21.75416667,0.0724
838,0.12,Gyroid,21.72916667,0.0728
839,0.12,Gyroid,21.69166667,0.0732
840,0.12,Gyroid,21.62916667,0.0736
841,0.12,Gyroid,21.60416667,0.074
842,0.12,Gyroid,21.575,0.0744
843,0.12,Gyroid,21.51666667,0.0748
844,0.12,Gyroid,21.4875,0.0752
845,0.12,Gyroid,21.43333333,0.0756
846,0.12,Gyroid,21.39166667,0.0764
847,0.12,Gyroid,21.38333333,0.0768
848,0.12,Gyroid,21.37083333,0.0772
849,0.12,Gyroid,21.35416667,0.0776
850,0.12,Gyroid,21.35416667,0.078
851,0.12,Gyroid,21.3375,0.0784
852,0.12,Gyroid,21.32916667,0.0788
853,0.12,Gyroid,21.31666667,0.0792
854,0.12,Gyroid,21.30833333,0.0796
855,0.12,Gyroid,21.3125,0.08
856,0.12,Gyroid,21.3,0.0804
857,0.12,Gyroid,21.275,0.0808
858,0.12,Gyroid,21.24583333,0.0816
859,0.12,Gyroid,21.225,0.082
860,0.12,Gyroid,21.21666667,0.0824
861,0.12,Gyroid,21.17916667,0.0828
862,0.12,Gyroid,21.1375,0.0832
863,0.12,Gyroid,21.09583333,0.0836
864,0.12,Gyroid,21.075,0.084
865,0.12,Gyroid,21.05833333,0.0844
866,0.12,Gyroid,21.025,0.0848
867,0.12,Gyroid,20.98333333,0.0856
868,0.12,Gyroid,20.97083333,0.086
869,0.12,Gyroid,20.96666667,0.0864
870,0.12,Gyroid,20.9625,0.0868
871,0.12,Gyroid,20.95416667,0.0876
872,0.12,Gyroid,20.95,0.088
873,0.12,Gyroid,20.9375,0.0884
874,0.12,Gyroid,20.94166667,0.0888
875,0.12,Gyroid,20.9375,0.0892
876,0.12,Gyroid,20.9375,0.0896
877,0.12,Gyroid,20.93333333,0.09
878,0.12,Gyroid,20.925,0.0904
879,0.12,Gyroid,20.9125,0.0908
880,0.12,Gyroid,20.9,0.0912
881,0.12,Gyroid,20.8875,0.0916
882,0.12,Gyroid,20.87083333,0.092
883,0.12,Gyroid,20.84583333,0.0924
884,0.12,Gyroid,20.83333333,0.0928
885,0.12,Gyroid,20.80833333,0.0932
886,0.12,Gyroid,20.8,0.0936
887,0.12,Gyroid,20.77916667,0.094
888,0.12,Gyroid,20.76666667,0.0944
889,0.12,Gyroid,20.75416667,0.0948
890,0.12,Gyroid,20.74166667,0.0952
891,0.12,Gyroid,20.71666667,0.096
892,0.12,Gyroid,20.7125,0.0964
893,0.12,Gyroid,20.69166667,0.0972
894,0.12,Gyroid,20.68333333,0.0976
895,0.12,Gyroid,20.675,0.098
896,0.12,Gyroid,20.67083333,0.0984
897,0.12,Gyroid,20.67083333,0.0988
898,0.12,Gyroid,20.68333333,0.0992
899,0.12,Gyroid,20.6875,0.0996
900,0.12,Gyroid,20.67916667,0.1
901,0.12,Gyroid,20.675,0.1004
902,0.12,Gyroid,20.675,0.1008
903,0.12,Gyroid,20.675,0.1012
904,0.12,Gyroid,20.66666667,0.1016
905,0.12,Gyroid,20.6625,0.102
906,0.12,Gyroid,20.65,0.1024
907,0.12,Gyroid,20.60416667,0.1028
908,0.12,Gyroid,20.59166667,0.1032
909,0.12,Gyroid,20.58333333,0.1036
910,0.12,Gyroid,20.54583333,0.104
911,0.12,Gyroid,20.53333333,0.1044
912,0.12,Gyroid,20.49583333,0.1048
913,0.12,Gyroid,20.4875,0.1052
914,0.12,Gyroid,20.475,0.1056
915,0.12,Gyroid,20.47083333,0.106
916,0.12,Gyroid,20.4625,0.1064
917,0.12,Gyroid,20.46666667,0.1068
918,0.12,Gyroid,20.4625,0.1072
919,0.12,Gyroid,20.4625,0.1076
920,0.12,Gyroid,20.45833333,0.108
921,0.12,Gyroid,20.46666667,0.1084
922,0.12,Gyroid,20.44166667,0.1088
923,0.12,Gyroid,20.425,0.1092
924,0.12,Gyroid,20.425,0.1096
925,0.12,Gyroid,20.4,0.11
926,0.12,Gyroid,20.3875,0.1108
927,0.12,Gyroid,20.38333333,0.1112
928,0.12,Gyroid,20.375,0.1116
929,0.12,Gyroid,20.38333333,0.112
930,0.12,Gyroid,20.38333333,0.1128
931,0.12,Gyroid,20.38333333,0.1132
932,0.12,Gyroid,20.37916667,0.1136
933,0.12,Gyroid,20.37083333,0.114
934,0.12,Gyroid,20.35833333,0.1148
935,0.12,Gyroid,20.32083333,0.1152
936,0.12,Gyroid,20.30833333,0.1156
937,0.12,Gyroid,20.2875,0.1164
938,0.12,Gyroid,20.2625,0.1168
939,0.12,Gyroid,20.25416667,0.1172
940,0.12,Gyroid,20.24166667,0.1176
941,0.12,Gyroid,20.225,0.118
942,0.12,Gyroid,20.20833333,0.1184
943,0.12,Gyroid,20.1875,0.1188
944,0.12,Gyroid,20.16666667,0.1192
945,0.12,Gyroid,20.14583333,0.1196
946,0.12,Gyroid,20.10833333,0.12
947,0.12,Gyroid,20.0375,0.1204
948,0.12,Gyroid,20,0.1208
949,0.12,Gyroid,19.4625,0.1212
950,0.12,Gyroid,0.229166667,0
951,0.12,Gyroid,0.341666667,0.0004
952,0.12,Gyroid,0.408333333,0.0008
953,0.12,Gyroid,0.504166667,0.0012
954,0.12,Gyroid,0.608333333,0.0016
955,0.12,Gyroid,0.733333333,0.002
956,0.12,Gyroid,1.020833333,0.0024
957,0.12,Gyroid,1.354166667,0.0032
958,0.12,Gyroid,1.533333333,0.0036
959,0.12,Gyroid,1.891666667,0.004
960,0.12,Gyroid,2.254166667,0.0048
961,0.12,Gyroid,2.429166667,0.0052
962,0.12,Gyroid,2.608333333,0.0056
963,0.12,Gyroid,2.9625,0.006
964,0.12,Gyroid,3.141666667,0.0064
965,0.12,Gyroid,3.3125,0.0068
966,0.12,Gyroid,3.5,0.0072
967,0.12,Gyroid,3.6875,0.0076
968,0.12,Gyroid,3.8625,0.008
969,0.12,Gyroid,4.2,0.0084
970,0.12,Gyroid,4.358333333,0.0088
971,0.12,Gyroid,4.529166667,0.0092
972,0.12,Gyroid,4.695833333,0.0096
973,0.12,Gyroid,5.025,0.01
974,0.12,Gyroid,5.183333333,0.0104
975,0.12,Gyroid,5.345833333,0.0108
976,0.12,Gyroid,5.5,0.0112
977,0.12,Gyroid,5.658333333,0.0116
978,0.12,Gyroid,5.8,0.012
979,0.12,Gyroid,5.979166667,0.0124
980,0.12,Gyroid,6.045833333,0.0128
981,0.12,Gyroid,6.170833333,0.0132
982,0.12,Gyroid,6.233333333,0.014
983,0.12,Gyroid,6.370833333,0.0144
984,0.12,Gyroid,6.445833333,0.0148
985,0.12,Gyroid,6.541666667,0.0152
986,0.12,Gyroid,6.666666667,0.0156
987,0.12,Gyroid,6.829166667,0.016
988,0.12,Gyroid,7.170833333,0.0164
989,0.12,Gyroid,7.3375,0.0168
990,0.12,Gyroid,7.504166667,0.0172
991,0.12,Gyroid,7.666666667,0.0176
992,0.12,Gyroid,7.8375,0.018
993,0.12,Gyroid,8.004166667,0.0184
994,0.12,Gyroid,8.170833333,0.0188
995,0.12,Gyroid,8.329166667,0.0192
996,0.12,Gyroid,8.645833333,0.0196
997,0.12,Gyroid,8.816666667,0.02
998,0.12,Gyroid,8.979166667,0.0204
999,0.12,Gyroid,9.145833333,0.0208
1000,0.12,Gyroid,9.479166667,0.0212
1001,0.12,Gyroid,9.641666667,0.0216
1002,0.12,Gyroid,9.804166667,0.022
1003,0.12,Gyroid,9.970833333,0.0224
1004,0.12,Gyroid,10.14166667,0.0228
1005,0.12,Gyroid,10.30416667,0.0232
1006,0.12,Gyroid,10.4625,0.0236
1007,0.12,Gyroid,10.76666667,0.024
1008,0.12,Gyroid,10.90833333,0.0244
1009,0.12,Gyroid,11.20833333,0.0248
1010,0.12,Gyroid,11.35833333,0.0252
1011,0.12,Gyroid,11.52083333,0.0256
1012,0.12,Gyroid,11.79583333,0.026
1013,0.12,Gyroid,12.09166667,0.0268
1014,0.12,Gyroid,12.25416667,0.0272
1015,0.12,Gyroid,12.41666667,0.0276
1016,0.12,Gyroid,12.5625,0.028
1017,0.12,Gyroid,12.71666667,0.0284
1018,0.12,Gyroid,13.00416667,0.0288
1019,0.12,Gyroid,13.30416667,0.0292
1020,0.12,Gyroid,13.4375,0.0296
1021,0.12,Gyroid,13.575,0.03
1022,0.12,Gyroid,13.70833333,0.0304
1023,0.12,Gyroid,13.8375,0.0308
1024,0.12,Gyroid,13.975,0.0312
1025,0.12,Gyroid,14.25416667,0.0316
1026,0.12,Gyroid,14.3875,0.032
1027,0.12,Gyroid,14.53333333,0.0324
1028,0.12,Gyroid,14.6625,0.0328
1029,0.12,Gyroid,14.80833333,0.0332
1030,0.12,Gyroid,15.09166667,0.0336
1031,0.12,Gyroid,15.23333333,0.034
1032,0.12,Gyroid,15.37916667,0.0344
1033,0.12,Gyroid,15.51666667,0.0348
1034,0.12,Gyroid,15.77083333,0.0352
1035,0.12,Gyroid,16.04166667,0.036
1036,0.12,Gyroid,16.30416667,0.0364
1037,0.12,Gyroid,16.42916667,0.0368
1038,0.12,Gyroid,16.55833333,0.0372
1039,0.12,Gyroid,16.79583333,0.0376
1040,0.12,Gyroid,16.925,0.038
1041,0.12,Gyroid,17.04166667,0.0384
1042,0.12,Gyroid,17.16666667,0.0388
1043,0.12,Gyroid,17.2875,0.0392
1044,0.12,Gyroid,17.5375,0.0396
1045,0.12,Gyroid,17.67083333,0.04
1046,0.12,Gyroid,17.80416667,0.0404
1047,0.12,Gyroid,17.94583333,0.0412
1048,0.12,Gyroid,18.35833333,0.0416
1049,0.12,Gyroid,18.73333333,0.0424
1050,0.12,Gyroid,18.95416667,0.0432
1051,0.12,Gyroid,19.07083333,0.0436
1052,0.12,Gyroid,19.175,0.044
1053,0.12,Gyroid,19.29166667,0.0444
1054,0.12,Gyroid,19.5125,0.0448
1055,0.12,Gyroid,19.63333333,0.0452
1056,0.12,Gyroid,19.74583333,0.0456
1057,0.12,Gyroid,19.9875,0.046
1058,0.12,Gyroid,20.10416667,0.0464
1059,0.12,Gyroid,20.21666667,0.0468
1060,0.12,Gyroid,20.33333333,0.0472
1061,0.12,Gyroid,20.44583333,0.0476
1062,0.12,Gyroid,20.67083333,0.048
1063,0.12,Gyroid,20.77916667,0.0484
1064,0.12,Gyroid,20.8875,0.0488
1065,0.12,Gyroid,20.99583333,0.0492
1066,0.12,Gyroid,21.09166667,0.0496
1067,0.12,Gyroid,21.20416667,0.05
1068,0.12,Gyroid,21.4125,0.0504
1069,0.12,Gyroid,21.50833333,0.0508
1070,0.12,Gyroid,21.60833333,0.0512
1071,0.12,Gyroid,21.80833333,0.0516
1072,0.12,Gyroid,21.90416667,0.052
1073,0.12,Gyroid,21.98333333,0.0524
1074,0.12,Gyroid,22.08333333,0.0528
1075,0.12,Gyroid,22.17083333,0.0532
1076,0.12,Gyroid,22.26666667,0.0536
1077,0.12,Gyroid,22.43333333,0.054
1078,0.12,Gyroid,22.52083333,0.0544
1079,0.12,Gyroid,22.6,0.0548
1080,0.12,Gyroid,22.74166667,0.0552
1081,0.12,Gyroid,22.81666667,0.0556
1082,0.12,Gyroid,22.8875,0.056
1083,0.12,Gyroid,23.01666667,0.0564
1084,0.12,Gyroid,23.08333333,0.0568
1085,0.12,Gyroid,23.15,0.0572
1086,0.12,Gyroid,23.20416667,0.0576
1087,0.12,Gyroid,23.30833333,0.058
1088,0.12,Gyroid,23.35833333,0.0584
1089,0.12,Gyroid,23.41666667,0.0588
1090,0.12,Gyroid,23.46666667,0.0592
1091,0.12,Gyroid,23.55833333,0.0596
1092,0.12,Gyroid,23.6,0.06
1093,0.12,Gyroid,23.62916667,0.0604
1094,0.12,Gyroid,23.66666667,0.0608
1095,0.12,Gyroid,23.70416667,0.0612
1096,0.12,Gyroid,23.73333333,0.0616
1097,0.12,Gyroid,23.7625,0.062
1098,0.12,Gyroid,23.77916667,0.0624
1099,0.12,Gyroid,23.775,0.0628
1100,0.12,Gyroid,23.73333333,0.0632
1101,0.12,Gyroid,23.70833333,0.0636
1102,0.12,Gyroid,23.67916667,0.064
1103,0.12,Gyroid,23.64166667,0.0644
1104,0.12,Gyroid,23.60833333,0.0648
1105,0.12,Gyroid,23.57083333,0.0652
1106,0.12,Gyroid,23.47083333,0.0656
1107,0.12,Gyroid,23.42083333,0.066
1108,0.12,Gyroid,23.3625,0.0664
1109,0.12,Gyroid,23.3125,0.0668
1110,0.12,Gyroid,23.25833333,0.0672
1111,0.12,Gyroid,23.12916667,0.0676
1112,0.12,Gyroid,23.06666667,0.068
1113,0.12,Gyroid,22.92083333,0.0684
1114,0.12,Gyroid,22.85833333,0.0688
1115,0.12,Gyroid,22.78333333,0.0692
1116,0.12,Gyroid,22.72083333,0.0696
1117,0.12,Gyroid,22.65833333,0.07
1118,0.12,Gyroid,22.59583333,0.0704
1119,0.12,Gyroid,22.49583333,0.0708
1120,0.12,Gyroid,22.4375,0.0712
1121,0.12,Gyroid,22.39166667,0.0716
1122,0.12,Gyroid,22.34583333,0.072
1123,0.12,Gyroid,22.29583333,0.0724
1124,0.12,Gyroid,22.2125,0.0728
1125,0.12,Gyroid,22.16666667,0.0732
1126,0.12,Gyroid,22.125,0.0736
1127,0.12,Gyroid,22.07916667,0.074
1128,0.12,Gyroid,21.99166667,0.0744
1129,0.12,Gyroid,21.94166667,0.0748
1130,0.12,Gyroid,21.85833333,0.0752
1131,0.12,Gyroid,21.8125,0.0756
1132,0.12,Gyroid,21.725,0.076
1133,0.12,Gyroid,21.67916667,0.0764
1134,0.12,Gyroid,21.64166667,0.0768
1135,0.12,Gyroid,21.60833333,0.0772
1136,0.12,Gyroid,21.55,0.0776
1137,0.12,Gyroid,21.51666667,0.078
1138,0.12,Gyroid,21.475,0.0788
1139,0.12,Gyroid,21.44166667,0.0792
1140,0.12,Gyroid,21.42916667,0.0796
1141,0.12,Gyroid,21.41666667,0.08
1142,0.12,Gyroid,21.4,0.0804
1143,0.12,Gyroid,21.36666667,0.0808
1144,0.12,Gyroid,21.35,0.0812
1145,0.12,Gyroid,21.3375,0.0816
1146,0.12,Gyroid,21.32083333,0.082
1147,0.12,Gyroid,21.3125,0.0824
1148,0.12,Gyroid,21.29583333,0.0828
1149,0.12,Gyroid,21.2625,0.0832
1150,0.12,Gyroid,21.24583333,0.0836
1151,0.12,Gyroid,21.2375,0.084
1152,0.12,Gyroid,21.225,0.0844
1153,0.12,Gyroid,21.2,0.0848
1154,0.12,Gyroid,21.17916667,0.0852
1155,0.12,Gyroid,21.16666667,0.0856
1156,0.12,Gyroid,21.15416667,0.086
1157,0.12,Gyroid,21.14583333,0.0864
1158,0.12,Gyroid,21.11666667,0.0868
1159,0.12,Gyroid,21.09166667,0.0872
1160,0.12,Gyroid,21.06666667,0.0876
1161,0.12,Gyroid,21.05,0.088
1162,0.12,Gyroid,21.05,0.0884
1163,0.12,Gyroid,21.04166667,0.0888
1164,0.12,Gyroid,21.02916667,0.0892
1165,0.12,Gyroid,21.025,0.0896
1166,0.12,Gyroid,21,0.09
1167,0.12,Gyroid,20.99583333,0.0904
1168,0.12,Gyroid,20.98333333,0.0908
1169,0.12,Gyroid,20.96666667,0.0912
1170,0.12,Gyroid,20.95,0.0916
1171,0.12,Gyroid,20.93333333,0.092
1172,0.12,Gyroid,20.925,0.0924
1173,0.12,Gyroid,20.90416667,0.0928
1174,0.12,Gyroid,20.87916667,0.0932
1175,0.12,Gyroid,20.86666667,0.0936
1176,0.12,Gyroid,20.85833333,0.094
1177,0.12,Gyroid,20.84166667,0.0944
1178,0.12,Gyroid,20.83333333,0.0948
1179,0.12,Gyroid,20.8125,0.0952
1180,0.12,Gyroid,20.80416667,0.0956
1181,0.12,Gyroid,20.7875,0.096
1182,0.12,Gyroid,20.76666667,0.0964
1183,0.12,Gyroid,20.75833333,0.0968
1184,0.12,Gyroid,20.75,0.0972
1185,0.12,Gyroid,20.74166667,0.0976
1186,0.12,Gyroid,20.72083333,0.098
1187,0.12,Gyroid,20.7125,0.0984
1188,0.12,Gyroid,20.7,0.0988
1189,0.12,Gyroid,20.7,0.0992
1190,0.12,Gyroid,20.7,0.0996
1191,0.12,Gyroid,20.7,0.1
1192,0.12,Gyroid,20.69166667,0.1004
1193,0.12,Gyroid,20.69166667,0.1008
1194,0.12,Gyroid,20.69583333,0.1012
1195,0.12,Gyroid,20.68333333,0.1016
1196,0.12,Gyroid,20.68333333,0.102
1197,0.12,Gyroid,20.6875,0.1028
1198,0.12,Gyroid,20.68333333,0.1032
1199,0.12,Gyroid,20.68333333,0.1036
1200,0.12,Gyroid,20.675,0.104
1201,0.12,Gyroid,20.66666667,0.1044
1202,0.12,Gyroid,20.6625,0.1048
1203,0.12,Gyroid,20.65,0.1052
1204,0.12,Gyroid,20.61666667,0.1056
1205,0.12,Gyroid,20.59583333,0.106
1206,0.12,Gyroid,20.57083333,0.1064
1207,0.12,Gyroid,20.55833333,0.1068
1208,0.12,Gyroid,20.54166667,0.1072
1209,0.12,Gyroid,20.52916667,0.1076
1210,0.12,Gyroid,20.525,0.108
1211,0.12,Gyroid,20.50833333,0.1084
1212,0.12,Gyroid,20.50416667,0.1088
1213,0.12,Gyroid,20.49583333,0.1092
1214,0.12,Gyroid,20.48333333,0.1096
1215,0.12,Gyroid,20.48333333,0.11
1216,0.12,Gyroid,20.48333333,0.1104
1217,0.12,Gyroid,20.4875,0.1108
1218,0.12,Gyroid,20.48333333,0.1112
1219,0.12,Gyroid,20.4875,0.1116
1220,0.12,Gyroid,20.4875,0.112
1221,0.12,Gyroid,20.4875,0.1124
1222,0.12,Gyroid,20.49166667,0.1128
1223,0.12,Gyroid,20.50416667,0.1132
1224,0.12,Gyroid,20.49583333,0.1136
1225,0.12,Gyroid,20.49166667,0.114
1226,0.12,Gyroid,20.48333333,0.1144
1227,0.12,Gyroid,20.46666667,0.1152
1228,0.12,Gyroid,20.45,0.1156
1229,0.12,Gyroid,20.4375,0.116
1230,0.12,Gyroid,20.4125,0.1164
1231,0.12,Gyroid,20.4,0.1168
1232,0.12,Gyroid,20.37916667,0.1172
1233,0.12,Gyroid,20.36666667,0.1176
1234,0.12,Gyroid,20.35416667,0.118
1235,0.12,Gyroid,20.33333333,0.1184
1236,0.12,Gyroid,20.32916667,0.1188
1237,0.12,Gyroid,20.30416667,0.1192
1238,0.12,Gyroid,20.28333333,0.12
1239,0.12,Gyroid,20.26666667,0.1204
1240,0.12,Gyroid,20.25833333,0.1208
1241,0.12,Gyroid,20.25416667,0.1212
1242,0.12,Gyroid,20.24583333,0.1216
1243,0.12,Gyroid,20.22083333,0.122
1244,0.12,Gyroid,20.2125,0.1224
1245,0.12,Gyroid,20.19583333,0.1228
1246,0.12,Gyroid,20.1875,0.1232
1247,0.12,Gyroid,20.1875,0.1236
1248,0.12,Gyroid,20.15,0.124
1249,0.12,Gyroid,20.14583333,0.1248
1250,0.12,Gyroid,20.13333333,0.1252
1251,0.12,Gyroid,20.11666667,0.1256
1252,0.12,Gyroid,20.10416667,0.126
1253,0.12,Gyroid,20.07916667,0.1264
1254,0.12,Gyroid,20.04583333,0.1268
1255,0.12,Gyroid,19.86666667,0.1272
1256,0.12,Gyroid,0.220833333,0
1257,0.12,Gyroid,0.3375,0.0004
1258,0.12,Gyroid,0.429166667,0.0008
1259,0.12,Gyroid,0.6375,0.0012
1260,0.12,Gyroid,0.754166667,0.0016
1261,0.12,Gyroid,0.883333333,0.002
1262,0.12,Gyroid,1.016666667,0.0024
1263,0.12,Gyroid,1.179166667,0.0028
1264,0.12,Gyroid,1.345833333,0.0032
1265,0.12,Gyroid,1.7125,0.0036
1266,0.12,Gyroid,1.883333333,0.004
1267,0.12,Gyroid,2.066666667,0.0044
1268,0.12,Gyroid,2.420833333,0.0048
1269,0.12,Gyroid,2.608333333,0.0052
1270,0.12,Gyroid,2.791666667,0.0056
1271,0.12,Gyroid,2.966666667,0.006
